celltype.l1,celltype.l2,UMAP1,UMAP2
Mono/DC,CD14 Mono,6.097846653,5.88342686
T cell,CD8 Naive,-7.406913136,-5.639929101
Mono/DC,CD14 Mono,5.931330825,4.707886413
Progenitor cells,GMP,6.72813573,1.863160089
T cell,CD4 Memory,-4.13339505,5.97630091
Mono/DC,CD14 Mono,7.783834125,5.3572938
Mono/DC,cDC2,6.331687595,1.246957138
Mono/DC,CD14 Mono,7.689841892,4.778048232
Mono/DC,cDC2,6.182605888,2.809531167
Mono/DC,CD16 Mono,8.458659794,1.384599641
T cell,CD8 Naive,-6.883768891,-3.801517054
B cell,Naive B,0.726903166,-9.494250104
Mono/DC,CD14 Mono,8.544287349,5.394546226
T cell,CD8 Naive,-7.508711193,-5.368002221
Progenitor cells,Prog_RBC,-2.175440644,5.747969821
Mono/DC,CD14 Mono,8.892312671,4.961501315
B cell,Memory B,3.545639898,-10.72116928
T cell,CD8 Memory_2,-4.184413765,-2.612946793
Mono/DC,CD14 Mono,5.059419777,0.880081132
NK,NK,0.759846176,-3.560766026
Mono/DC,CD14 Mono,4.525335933,4.972800449
Mono/DC,CD14 Mono,5.528419162,4.776840881
Mono/DC,CD14 Mono,7.600768711,4.035730079
T cell,CD4 Naive,-4.243507241,3.151360467
B cell,Memory B,1.526629473,-12.00797348
Progenitor cells,HSC,6.73253503,-2.564597413
B cell,Memory B,2.417279865,-11.13363151
T cell,CD8 Naive,-7.205106114,-6.397511288
B cell,Memory B,3.474219228,-12.16876678
T cell,CD4 Naive,-8.140221928,5.955900386
T cell,CD4 Naive,-7.113909577,5.609573081
Mono/DC,CD14 Mono,6.697755958,4.572592929
T cell,CD4 Naive,-8.219241474,6.797234729
Mono/DC,CD14 Mono,6.587640907,6.412699893
T cell,CD4 Naive,-4.662572239,3.122344926
Mono/DC,CD16 Mono,8.563376094,1.146534279
Progenitor cells,Prog_Mk,6.578789856,-3.285454318
T cell,gdT,-4.232397412,-0.326477101
T cell,CD8 Naive,-7.960215901,-5.146810815
T cell,CD4 Memory,-3.206863497,5.303587154
Mono/DC,cDC2,7.263574268,1.461356238
T cell,CD8 Memory_1,-4.697398995,-2.315179869
T cell,MAIT,-3.912556265,-0.557734981
Mono/DC,CD14 Mono,6.018783237,5.176800922
T cell,CD4 Naive,-8.111538266,5.187761024
Mono/DC,CD14 Mono,5.342445518,4.906965926
T cell,CD4 Naive,-8.281036709,7.096969322
T cell,CD4 Naive,-8.573068951,4.954674915
T cell,CD4 Naive,-6.740205143,5.127444461
T cell,CD8 Naive,-6.224364613,-5.725297257
T cell,CD4 Naive,-7.164367531,7.329085067
T cell,CD8 Memory_2,-3.364563797,-2.387670323
Mono/DC,CD14 Mono,7.695562984,4.516269401
Mono/DC,pDC,6.773575927,-0.051374838
Mono/DC,CD14 Mono,6.258663322,3.73880072
T cell,CD8 Naive,-5.838488911,-4.047043845
T cell,CD8 Naive,-6.567199562,-4.120675132
T cell,CD8 Naive,-7.744234417,-4.383631512
Progenitor cells,Prog_RBC,6.359220173,-5.086918637
Mono/DC,CD14 Mono,7.058153297,5.39911814
T cell,CD4 Memory,-3.315976237,7.047166065
T cell,CD8 Naive,-7.57699189,-4.425615117
T cell,CD8 Naive,-7.815128659,-5.056993767
T cell,CD4 Naive,-7.027211045,5.596777156
T cell,CD4 Naive,-8.856904362,6.350352958
T cell,CD8 Naive,-6.626089905,-3.857617423
T cell,CD4 Naive,-7.819039677,7.192802146
Mono/DC,CD14 Mono,6.041220333,4.88259764
B cell,Memory B,2.110805656,-11.24574165
T cell,CD4 Naive,-8.318455075,4.792598918
T cell,CD4 Memory,-9.222541188,6.083590701
NK,NK,1.337211277,-4.415337846
T cell,CD8 Effector_1,-2.536759709,-3.475060269
B cell,Memory B,1.322278644,-10.84980087
NK,NK,1.77911761,-4.261516139
Mono/DC,CD14 Mono,5.189654018,3.980212405
B cell,Memory B,1.479284789,-11.7704256
Mono/DC,CD14 Mono,6.798068191,6.110001281
Progenitor cells,Prog_RBC,5.802124645,-5.621465489
T cell,CD4 Memory,-1.879405712,6.618896678
Mono/DC,cDC2,6.24104705,2.686337665
B cell,Naive B,2.958005096,-12.95252113
NK,NK,0.28139412,-5.487941071
T cell,CD4 Memory,-4.374553536,6.225199416
T cell,CD4 Naive,-7.326138829,4.788008884
Mono/DC,CD16 Mono,7.833418991,2.274053529
T cell,CD4 Memory,-2.688011502,7.106527522
Progenitor cells,Prog_RBC,6.607038643,-4.054656789
T cell,CD8 Naive,-7.195720528,-4.723557278
T cell,CD4 Naive,-8.341660832,6.248731807
T cell,CD8 Naive,-7.662874554,-4.582284734
T cell,CD8 Naive,-7.296235894,-3.688414618
Mono/DC,CD14 Mono,7.812051918,6.064592555
T cell,CD4 Memory,-2.495268677,6.612190917
B cell,Naive B,2.893777754,-11.18229179
T cell,CD8 Naive,-4.947502468,-4.310401007
T cell,CD4 Memory,-3.60473976,3.684423164
Progenitor cells,Prog_B 1,3.441522504,-10.08882217
Mono/DC,CD14 Mono,6.16965356,4.897580817
T cell,CD4 Memory,-3.99691758,5.942264751
T cell,CD8 Naive,-7.138207768,-4.013724133
T cell,CD4 Naive,-8.329939221,5.788233951
T cell,CD8 Naive,-7.246782158,-4.421737
Progenitor cells,GMP,5.490944053,1.242994383
T cell,CD8 Naive,-7.030107354,-6.902904793
T cell,CD8 Naive,-6.701880787,-4.410365388
Progenitor cells,GMP,3.975920583,1.227346972
Mono/DC,CD14 Mono,5.837731506,5.097655967
Progenitor cells,HSC,2.704042579,-0.629854068
Mono/DC,CD14 Mono,6.833009388,4.361875251
Mono/DC,CD14 Mono,7.824639465,3.943601802
NK,CD56 bright NK,2.290747072,-5.576302335
T cell,CD4 Memory,-2.555993889,6.660400584
T cell,CD4 Memory,-4.533747052,3.207961992
T cell,CD8 Memory_2,-4.933091019,-2.467131898
Progenitor cells,GMP,7.495615627,2.030183032
B cell,Naive B,4.050904895,-11.18990307
T cell,CD4 Memory,-2.528074835,7.158502296
Mono/DC,CD14 Mono,6.128978397,3.082227662
T cell,CD8 Effector_1,-2.757166479,-3.683479592
B cell,Memory B,2.738763477,-10.14344387
T cell,MAIT,-4.515969132,-0.234363124
T cell,CD4 Memory,-1.937448953,6.132680133
Mono/DC,pDC,7.476142074,0.972608522
T cell,CD8 Naive,-6.050883625,-4.138436839
Mono/DC,CD14 Mono,6.291912223,3.111706212
T cell,CD4 Naive,-7.179694985,4.687232211
T cell,CD4 Naive,-8.19581065,4.809267238
Mono/DC,cDC2,7.176883365,4.030505851
Mono/DC,CD14 Mono,8.224121715,5.90339537
Mono/DC,CD14 Mono,6.925717498,5.408440784
T cell,CD8 Naive,-8.159937237,-4.370447442
Mono/DC,CD14 Mono,5.333423759,4.449494556
B cell,Memory B,1.975648429,-11.01479225
T cell,CD4 Memory,-3.796699618,5.643104747
Mono/DC,CD14 Mono,7.643827583,6.044297412
B cell,Naive B,3.419279243,-11.65653495
Progenitor cells,Prog_RBC,6.686776306,-2.717370793
T cell,Treg,-4.193079804,7.2608964
T cell,CD8 Memory_1,-5.036750649,-3.114973113
Mono/DC,cDC2,6.753431465,1.484680608
B cell,Memory B,1.922609116,-11.98080997
Progenitor cells,GMP,6.708236362,-1.772582218
NK,NK,1.095094587,-3.615683123
Progenitor cells,Prog_Mk,6.99592128,-3.163216874
T cell,CD8 Naive,-6.441858147,-5.577330395
Mono/DC,CD14 Mono,3.849739935,1.253907517
T cell,CD4 Memory,-2.377062891,6.766988471
T cell,CD8 Naive,-6.041858528,-5.185125634
T cell,CD4 Naive,-8.604220723,5.920232013
T cell,CD4 Memory,-2.971810673,5.835767463
T cell,CD4 Memory,-3.548024987,6.529639438
T cell,CD4 Naive,-8.071865414,5.364921287
Mono/DC,CD14 Mono,4.056327488,1.354824498
Progenitor cells,HSC,6.698674347,-2.640015408
T cell,CD4 Naive,-7.81557021,6.649593547
T cell,CD4 Memory,-5.02948079,6.993420795
T cell,CD4 Memory,-3.677271698,6.843546108
Progenitor cells,HSC,6.617042209,-3.550137088
Mono/DC,CD14 Mono,7.89542165,5.8489234
T cell,CD4 Memory,-2.810820435,7.417012885
Mono/DC,cDC2,6.526418831,2.065965846
Mono/DC,CD14 Mono,8.276440288,4.28620024
T cell,CD8 Memory_2,-2.352227543,-2.643257186
B cell,Naive B,4.139787819,-11.77416877
T cell,CD8 Memory_2,-3.039614056,-2.328360841
Mono/DC,CD14 Mono,6.51420417,4.960416988
T cell,CD4 Memory,-2.344747876,5.396300987
B cell,Memory B,1.999039437,-10.47505073
B cell,Memory B,0.84267446,-9.747071072
T cell,CD8 Naive,-6.501502846,-3.742974087
T cell,CD4 Naive,-5.520589207,4.332501128
NK,NK,1.971944477,-4.637919709
Progenitor cells,Prog_RBC,5.802740719,-5.218290612
B cell,Memory B,2.33699217,-12.52479915
Progenitor cells,GMP,6.961947586,1.711628631
T cell,CD4 Naive,-8.250604962,5.510840133
Mono/DC,CD14 Mono,6.157114174,3.406907991
T cell,CD4 Memory,-2.618683194,5.990044311
B cell,Naive B,3.619684841,-12.08493499
T cell,CD4 Naive,-8.712262486,5.275597766
T cell,CD8 Effector_2,-4.92573819,-2.135708377
B cell,Memory B,1.657648708,-11.80885391
T cell,CD4 Naive,-7.199504231,6.743965343
T cell,CD4 Memory,-1.580932949,6.539673045
T cell,CD8 Naive,-6.353741501,-3.942507312
Mono/DC,CD14 Mono,5.341848995,3.676660732
T cell,CD8 Memory_1,-4.682538365,-1.652831957
Mono/DC,CD14 Mono,6.703795101,3.866740897
B cell,Memory B,1.509598042,-11.11899261
B cell,Memory B,1.707545306,-12.25673275
T cell,CD4 Naive,-8.009818409,6.552927688
Mono/DC,CD14 Mono,5.582332279,5.414633945
Progenitor cells,Prog_Mk,6.400114204,-4.441899583
Mono/DC,pDC,6.581219341,-0.313275799
Mono/DC,CD14 Mono,7.773790981,4.049570277
T cell,CD4 Naive,-6.271097515,6.074390128
T cell,CD4 Memory,-3.364291762,5.952815727
Progenitor cells,LMPP,6.476442482,-2.642065093
Mono/DC,CD14 Mono,5.705711509,4.690985873
Mono/DC,CD16 Mono,7.746750976,1.833085492
T cell,CD4 Naive,-7.959609364,5.449974254
Progenitor cells,HSC,6.564952041,-4.050854012
Mono/DC,CD16 Mono,8.778190281,0.929708913
T cell,CD8 Naive,-5.839963291,-3.997734353
T cell,CD4 Naive,-7.540695523,6.262554839
T cell,CD4 Naive,-9.063625668,6.490000919
T cell,CD4 Naive,-7.629008625,6.905074313
B cell,Naive B,3.931115533,-12.49492721
T cell,CD8 Naive,-1.432515596,-0.977661714
NK,NK,1.079253341,-4.960642621
T cell,CD4 Memory,-6.169269417,5.954088882
T cell,CD4 Memory,-2.410865162,5.927148059
T cell,CD8 Memory_1,-4.984344338,-2.627309605
T cell,CD8 Naive,-7.227219437,-4.970511719
T cell,CD4 Naive,-7.976213787,5.808931545
T cell,CD8 Memory_1,-6.09480748,-3.817977235
T cell,CD8 Naive,-8.11459956,-5.043796345
Mono/DC,CD14 Mono,6.439329292,4.514653877
T cell,CD8 Naive,-7.201081608,-4.290320441
Progenitor cells,Prog_Mk,6.709603454,-3.826021001
Mono/DC,CD14 Mono,7.23591962,4.080629543
Mono/DC,CD16 Mono,8.394244815,0.80521889
Mono/DC,CD14 Mono,7.372959758,5.610358909
T cell,CD8 Memory_2,-4.307954644,-2.470135018
Mono/DC,CD14 Mono,6.215302135,4.037666992
T cell,CD4 Memory,-4.392336224,5.63312693
T cell,CD8 Naive,-6.202706192,-4.509506032
Mono/DC,CD14 Mono,7.730401184,5.564564899
Progenitor cells,GMP,7.402753975,0.642713562
T cell,CD8 Naive,-6.212822769,-5.240259454
Progenitor cells,Prog_RBC,5.712029125,5.577585414
Progenitor cells,GMP,6.513058807,1.130754307
NK,NK,1.789418246,-4.966117188
Mono/DC,CD14 Mono,6.627724792,3.964985564
Mono/DC,CD14 Mono,7.962854053,4.654329017
B cell,Naive B,2.672118093,-11.65062885
Mono/DC,CD14 Mono,7.36569276,5.062209323
B cell,Naive B,0.87683871,-9.666218564
Mono/DC,CD14 Mono,6.620031978,5.848838523
T cell,CD4 Naive,-7.247385357,4.136302665
Mono/DC,CD14 Mono,7.623900081,4.198566154
NK,NK,1.387503173,-3.60812597
T cell,CD4 Memory,-4.023225163,7.219694331
T cell,gdT,-3.734389399,-0.563814759
B cell,Naive B,2.760176088,-10.36444263
Mono/DC,CD14 Mono,6.230291511,3.431145623
T cell,CD4 Naive,-8.481224392,6.68197842
Mono/DC,CD14 Mono,6.57684436,3.732338146
Mono/DC,CD14 Mono,6.492943908,6.258232311
B cell,Naive B,2.53323784,-11.79034595
T cell,CD4 Memory,-1.727921818,5.92673178
Mono/DC,CD14 Mono,8.228928234,6.263583854
Mono/DC,CD14 Mono,5.360632564,3.70515652
T cell,CD4 Naive,-8.078282688,6.141300395
Progenitor cells,LMPP,7.046373989,-2.057686135
Mono/DC,CD14 Mono,5.439360286,3.625155643
NK,NK,1.003801371,-4.008365914
Progenitor cells,Prog_DC,6.136774208,1.864372447
T cell,CD4 Memory,-4.81351075,6.676046565
Mono/DC,CD14 Mono,7.740674163,4.497874931
T cell,CD8 Naive,-7.043451641,-3.77372913
T cell,MAIT,-4.455718373,-0.265628144
Mono/DC,CD14 Mono,5.131561901,0.851348475
T cell,CD8 Naive,-4.276221608,-4.851501271
T cell,CD8 Effector_1,-2.908877943,-2.969319865
T cell,CD4 Naive,-8.105764721,4.515808299
B cell,Memory B,1.99051788,-12.29006748
T cell,CD4 Memory,-1.63257501,6.083583072
Progenitor cells,GMP,6.2298862,0.870580748
T cell,CD8 Naive,-1.561951969,-1.150059923
NK,NK,1.338910963,-4.773405835
T cell,CD8 Memory_1,-3.486615513,-2.337279126
Mono/DC,CD14 Mono,3.638468649,1.494221643
T cell,CD4 Memory,-2.157833908,5.820716575
Mono/DC,CD14 Mono,5.476760055,3.08109279
T cell,CD8 Naive,-8.119848584,-4.98937206
Mono/DC,CD14 Mono,6.693221237,3.387499288
T cell,CD8 Naive,-7.804248665,-5.26292257
Mono/DC,CD14 Mono,6.05105796,4.376012996
B cell,Memory B,1.859920289,-10.55047397
T cell,CD4 Memory,-4.06194434,6.691717342
Mono/DC,cDC2,5.415737774,4.387076572
NK,CD56 bright NK,2.146240141,-5.134351536
Mono/DC,CD14 Mono,8.76780286,6.086165145
T cell,CD4 Naive,-8.728673313,5.541621402
T cell,CD8 Naive,-7.261774395,-4.312854573
T cell,CD8 Effector_2,-3.846503352,-3.489602372
T cell,CD8 Effector_2,-3.701014851,-3.347046897
B cell,Naive B,2.680213834,-10.98250179
T cell,CD8 Effector_1,-4.912250851,-3.901356026
T cell,CD8 Naive,-6.006886338,-3.264267728
T cell,CD4 Naive,-7.055116509,6.722218707
T cell,CD4 Naive,-7.83957753,5.949821666
T cell,CD4 Naive,-8.004912709,5.899407104
Mono/DC,CD14 Mono,4.76711383,4.688268855
Mono/DC,CD14 Mono,5.97673526,3.05571051
B cell,Memory B,2.271351244,-11.79171066
T cell,CD4 Memory,-4.111769532,6.65415974
T cell,CD8 Naive,-7.901008938,-5.671624943
T cell,CD4 Naive,-6.251845215,6.130743697
Mono/DC,CD14 Mono,6.784579422,6.228276447
T cell,CD8 Memory_2,-4.856935356,-2.727787778
T cell,CD4 Naive,-7.308300827,6.852582649
T cell,CD8 Naive,-6.997433995,-6.123246476
Mono/DC,CD14 Mono,8.226195957,4.920786575
Mono/DC,CD14 Mono,8.534949924,5.763885215
T cell,CD4 Memory,-3.92119727,5.914105609
Progenitor cells,GMP,6.998997356,1.478332117
T cell,CD8 Naive,-7.602945183,-6.294066712
Progenitor cells,Prog_DC,6.349085952,1.199814394
T cell,CD4 Naive,-8.521979664,5.654217437
Mono/DC,CD14 Mono,7.722661163,5.80503197
T cell,CD4 Memory,-3.355378722,5.347950652
T cell,Treg,-6.005013798,5.659553245
T cell,CD8 Memory_2,-3.039034699,-2.368595406
Progenitor cells,GMP,6.299209263,2.060140088
Mono/DC,CD14 Mono,6.104955818,6.011970237
Mono/DC,CD14 Mono,5.531778003,3.021185115
T cell,CD4 Memory,-3.365089987,5.905463889
Progenitor cells,GMP,6.905388023,-0.870726213
B cell,Memory B,-7.254378174,1.991881803
Mono/DC,CD14 Mono,6.814969207,3.920046047
T cell,Treg,-8.617920254,6.482567981
T cell,CD4 Naive,-7.022191857,4.674448207
Mono/DC,CD14 Mono,7.14483657,4.007639125
B cell,Naive B,4.247322227,-12.43405609
T cell,CD4 Naive,-7.097853039,5.661842063
B cell,Memory B,2.264170553,-11.85909729
Mono/DC,CD14 Mono,7.443740989,3.926016525
NK,NK,1.518863584,-4.423292443
T cell,CD4 Naive,-7.134595726,1.789601043
T cell,CD4 Naive,-7.111129616,1.663660243
T cell,CD4 Naive,-8.257606839,6.085399345
T cell,CD4 Memory,-4.750406121,5.295456126
Progenitor cells,GMP,7.064406063,3.840955451
B cell,Memory B,1.609822299,-11.26304416
T cell,CD8 Memory_1,-6.392541741,-3.628205582
T cell,CD4 Naive,-8.191034649,6.717672065
T cell,CD4 Naive,-7.185700272,1.771953777
T cell,CD4 Naive,-8.549680088,4.938421443
T cell,CD8 Naive,-7.444707726,-3.458129212
Progenitor cells,Prog_RBC,5.786348011,-5.720098302
Mono/DC,CD14 Mono,7.938351776,3.596531108
Mono/DC,CD14 Mono,6.451086189,3.313381151
T cell,CD4 Naive,-4.373655175,3.208656266
Mono/DC,CD14 Mono,6.040871765,5.382416442
T cell,CD4 Memory,-3.944932793,6.44386597
Mono/DC,CD14 Mono,5.636626388,5.798950389
Mono/DC,pDC,7.186082985,0.880357936
Mono/DC,CD14 Mono,7.48482957,2.86677213
B cell,Memory B,2.73147669,-12.83061771
B cell,Memory B,1.733513738,-11.34107666
T cell,CD4 Naive,-7.931825016,4.688500598
Mono/DC,pDC,7.682098056,0.960812882
T cell,CD8 Naive,-6.338331555,-5.526031777
T cell,CD4 Memory,-2.237310503,6.193722442
T cell,CD4 Naive,-7.629427288,6.10963364
B cell,Memory B,3.58161154,-12.88904075
T cell,CD4 Memory,-2.678310965,7.242583946
Mono/DC,CD14 Mono,5.163240101,5.417275146
Mono/DC,CD14 Mono,6.11714616,3.894569114
Mono/DC,CD14 Mono,6.489446785,3.54560037
NK,NK,1.647909309,-4.024671838
T cell,CD4 Memory,-2.905214403,6.493630126
T cell,CD8 Naive,-7.154892777,-6.596758649
T cell,CD8 Effector_1,-3.857803677,-3.847187564
T cell,CD8 Effector_1,-4.227999543,-3.9686964
T cell,CD4 Naive,-8.166432713,6.007917121
T cell,CD8 Naive,-7.045358513,-5.443890378
T cell,CD4 Naive,-7.538043831,1.722409681
T cell,CD4 Naive,-6.81740794,5.026708797
T cell,CD8 Naive,-7.345714424,-4.239856765
T cell,CD8 Memory_1,-4.73989663,-2.276382133
Mono/DC,CD14 Mono,6.012902881,5.797975257
T cell,CD4 Memory,-3.318238591,6.680381969
T cell,CD8 Effector_1,-3.539096688,-3.775760218
Mono/DC,CD14 Mono,6.861440803,3.074057773
T cell,CD8 Naive,-6.056168888,-5.373126313
T cell,CD4 Naive,-7.191742752,5.386253074
Progenitor cells,GMP,6.733968403,-1.816086575
T cell,CD8 Memory_2,-4.135328148,-2.373109862
B cell,Naive B,3.553326036,-11.39846973
B cell,Memory B,2.450108434,-11.858959
T cell,CD8 Effector_1,-2.795715903,-3.727660224
B cell,Naive B,4.369795944,-11.81159
T cell,CD4 Memory,-3.168398951,5.695626453
NK,NK,1.004041161,-5.409008309
NK,CD56 bright NK,2.376057531,-5.320712849
Progenitor cells,HSC,6.58236232,-2.349752471
T cell,CD8 Naive,-6.557931755,-4.758672997
T cell,CD4 Memory,-1.641970967,7.335527614
T cell,CD4 Naive,-6.17297778,5.341822341
T cell,CD8 Naive,-7.569617604,-4.528962418
T cell,CD4 Naive,-7.324169014,5.20986481
Mono/DC,CD14 Mono,3.648009922,1.321429566
T cell,CD4 Naive,-6.891292904,6.28661032
Mono/DC,CD14 Mono,7.815625812,5.187521175
T cell,CD4 Naive,-6.831076477,5.580301002
B cell,Naive B,4.207990791,-11.82479171
B cell,Memory B,1.795445706,-11.05075054
B cell,Memory B,1.66112044,-11.72332554
Progenitor cells,Prog_B 1,5.045597698,-0.505577698
T cell,CD8 Naive,-7.274714325,-4.566465184
Mono/DC,CD14 Mono,6.701700832,2.734666303
Progenitor cells,HSC,2.483002807,3.446500018
T cell,CD8 Effector_1,-3.330244873,-3.784086987
T cell,CD4 Naive,-7.442980622,6.891406253
T cell,CD4 Naive,-7.299999569,5.196252063
T cell,CD4 Naive,-8.097942685,6.414556697
Mono/DC,cDC2,4.179188873,1.188368753
NK,NK,1.698767687,-3.880951211
Mono/DC,CD14 Mono,3.707443144,1.460684255
T cell,CD4 Naive,-7.873701905,6.363350108
T cell,CD4 Naive,-7.241218422,7.069954112
NK,NK,0.875440683,-4.108002707
Mono/DC,CD14 Mono,6.056317474,4.838152602
B cell,Memory B,3.303141739,-10.85619335
B cell,Naive B,2.779197837,-11.09625797
Mono/DC,cDC2,6.764251854,3.453305915
T cell,CD8 Memory_2,0.91363826,-3.135794446
T cell,CD4 Memory,-3.567311142,3.470243409
T cell,CD8 Effector_1,-2.91137514,-3.635002419
T cell,CD4 Naive,-7.673226212,5.725692943
T cell,CD4 Memory,-6.032773827,6.594587043
T cell,CD8 Naive,-7.937340592,-4.381645486
T cell,CD4 Memory,-4.618072365,7.058967784
Mono/DC,cDC2,4.367788459,0.876794651
Mono/DC,cDC2,8.001517917,3.93695803
T cell,CD4 Naive,-7.76088414,5.00397034
Progenitor cells,GMP,7.521951343,1.931291774
T cell,CD8 Naive,-6.914850567,-4.909886643
T cell,CD8 Naive,-5.304676865,-4.1840754
T cell,CD8 Naive,-7.3088778,-6.200955674
Mono/DC,CD14 Mono,8.140819217,5.279862598
T cell,CD8 Naive,-7.663991783,-5.190022752
Mono/DC,CD14 Mono,6.293536331,4.781624034
B cell,Memory B,2.410493995,-11.95230369
Progenitor cells,Prog_RBC,6.70582595,-3.85039024
T cell,CD8 Naive,-1.530292486,-1.106513664
T cell,CD4 Naive,-7.56264386,5.490668014
T cell,CD8 Naive,-7.310818051,-4.070844218
Progenitor cells,GMP,6.937937881,1.477006987
Mono/DC,CD14 Mono,4.490436699,4.850848392
Mono/DC,CD14 Mono,6.522674228,2.753370479
Mono/DC,CD14 Mono,5.898351814,3.756742194
T cell,CD4 Naive,-8.511726712,6.4647028
Progenitor cells,Prog_RBC,7.704757835,1.642091826
Progenitor cells,Prog_B 1,3.646195556,-9.729554936
T cell,CD4 Naive,-6.218777035,5.417240814
T cell,CD4 Naive,-7.29460368,5.967659667
T cell,Treg,-4.44540057,6.820399955
B cell,Naive B,3.577691223,-11.20281486
T cell,CD8 Naive,-7.312423561,-5.403421685
B cell,Memory B,1.567651178,-10.7317007
Mono/DC,CD16 Mono,8.616849567,0.850198582
Progenitor cells,LMPP,6.689719345,-2.000413701
NK,NK,0.936964299,-4.899704739
T cell,CD4 Memory,-3.970633839,7.297639564
Mono/DC,CD14 Mono,7.020272876,4.164724544
T cell,CD4 Naive,-6.832857464,5.938883022
NK,NK,2.075623657,-4.637764737
T cell,CD8 Naive,-5.884859417,-4.730188176
T cell,CD4 Memory,-3.378708456,5.47417517
B cell,Naive B,3.211653854,-11.63391285
Mono/DC,CD14 Mono,6.666661407,5.264802173
T cell,CD4 Naive,-8.068942402,5.346299842
T cell,CD8 Naive,-7.959060047,-4.575858876
T cell,CD4 Naive,-7.501906727,6.154381469
Progenitor cells,Prog_RBC,7.352954055,0.987122014
T cell,CD4 Naive,-4.746229981,3.169834808
B cell,Naive B,3.792650844,-11.16384678
Mono/DC,CD14 Mono,6.695444729,4.855077937
T cell,MAIT,-4.135104988,-0.836254284
B cell,Naive B,3.244571592,-11.51011638
T cell,CD8 Effector_2,-3.993667935,-3.681615874
B cell,Memory B,3.781590845,-12.16647796
Mono/DC,CD14 Mono,8.08129182,5.617802337
T cell,CD8 Naive,-6.91909108,-6.318600938
T cell,CD4 Naive,-8.904972409,6.7675993
T cell,CD4 Naive,-8.391330098,5.384986118
T cell,CD4 Memory,-3.560633515,6.00751324
B cell,Memory B,1.875969078,-12.24848823
T cell,CD4 Naive,-7.568563317,5.175317481
T cell,CD4 Naive,-6.893412445,5.997729018
T cell,Treg,-5.781751488,6.187762454
T cell,CD8 Naive,-7.406329487,-5.748144433
T cell,CD8 Naive,-7.374457692,-6.164601609
Progenitor cells,Prog_RBC,6.59811845,-3.889935776
Mono/DC,CD14 Mono,5.201413299,5.316084102
T cell,CD8 Naive,-6.821531151,-6.072048947
B cell,Naive B,2.713750269,-10.89519577
T cell,CD4 Naive,-7.833836888,6.821451858
T cell,CD4 Memory,-3.102872227,6.659499839
T cell,CD8 Naive,-3.959518288,-5.15214996
T cell,CD4 Memory,-2.340832327,5.510668472
Mono/DC,CD14 Mono,7.411535408,6.361770347
T cell,CD4 Naive,-8.304380749,6.533207134
T cell,CD8 Naive,-7.266118859,-3.433173939
T cell,CD4 Naive,-6.748431061,5.900347427
Mono/DC,CD14 Mono,9.022813465,5.974531844
T cell,CD8 Naive,-7.559314583,-3.673956677
Mono/DC,CD14 Mono,6.780591633,5.558764175
NK,NK,1.111053015,-5.435138509
T cell,CD8 Naive,-6.150445317,-5.71756868
T cell,CD4 Naive,-8.238114689,6.033287242
T cell,CD8 Naive,-5.472921227,-4.253173873
B cell,Memory B,3.720329429,-11.96705799
T cell,CD4 Naive,-7.758887146,4.603600696
B cell,Naive B,0.979702677,-9.911577031
T cell,CD4 Memory,-3.504839037,6.997753814
Mono/DC,CD14 Mono,6.245115902,4.127024844
T cell,CD8 Memory_2,-4.052282189,-2.660510108
Mono/DC,pDC,6.330235149,0.745376185
T cell,CD4 Memory,-3.222443436,4.020099834
B cell,Memory B,2.67566457,-12.12433986
T cell,CD4 Naive,-7.207789753,4.288925842
Progenitor cells,Prog_DC,6.052845623,1.989805177
T cell,CD4 Memory,-4.625249718,6.209068015
Mono/DC,CD14 Mono,6.873389389,6.353131011
Mono/DC,CD14 Mono,7.463840629,6.573762611
B cell,Memory B,3.691186096,-12.5798357
T cell,CD4 Memory,-3.953662251,6.551593021
T cell,CD4 Memory,-3.20588312,6.646095947
Progenitor cells,Prog_RBC,6.699912693,-3.481112525
T cell,CD4 Memory,-4.081546162,6.241536811
T cell,CD4 Naive,-8.098591183,5.938446239
Mono/DC,CD14 Mono,4.017594244,1.36716874
Progenitor cells,Prog_RBC,6.373394157,6.349354938
B cell,Memory B,3.137124683,-12.67310886
T cell,CD4 Naive,-7.594977234,6.189608291
B cell,Naive B,3.283228065,-12.08586197
T cell,CD8 Naive,-7.184561585,-3.352022216
Progenitor cells,GMP,5.683125164,1.762608722
T cell,gdT,-3.490781401,-1.027412996
Mono/DC,CD14 Mono,3.729530956,1.419689611
Mono/DC,CD14 Mono,6.286469127,4.909002975
T cell,gdT,-2.838710879,-0.986240491
T cell,CD8 Effector_1,-4.297016476,-3.843171641
Mono/DC,CD14 Mono,8.17178693,4.655785754
Mono/DC,CD16 Mono,7.983219291,2.339669421
T cell,CD8 Naive,-6.895264004,-5.48427467
T cell,CD4 Naive,-8.18101344,5.795739845
T cell,CD4 Naive,-7.136110161,1.776041225
Mono/DC,CD14 Mono,8.259252216,5.088642314
T cell,CD4 Naive,-8.274948452,6.133857921
T cell,CD4 Memory,-3.492839907,7.555191711
Mono/DC,CD14 Mono,5.185213234,4.390828803
Mono/DC,CD14 Mono,6.003503467,4.715192512
T cell,CD8 Naive,-7.456042145,-4.238347098
T cell,CD4 Naive,-7.364779805,5.92238541
Mono/DC,CD14 Mono,7.740424778,3.465257123
T cell,MAIT,-3.534828995,-0.297693111
