celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Memory,7.16904607,1.996251198
T cell,CD8 Naive,2.933008339,5.878587933
T cell,CD4 Memory,5.436261799,3.598252269
Progenitor cells,HSC,-6.577666614,-6.039544849
T cell,CD4 Memory,7.61027446,0.652648183
B cell,Plasmablast,-2.34528384,-6.794553069
T cell,gdT,7.479633953,-2.570388107
B cell,Memory B,-0.731571291,-10.40769222
Progenitor cells,Prog_DC,-8.991856907,-5.760067252
T cell,CD4 Memory,7.905257847,0.655134173
T cell,CD4 Memory,5.815333035,2.337973805
T cell,Treg,7.968696263,1.81714234
T cell,MAIT,7.252820637,-2.394926814
B cell,Naive B,-0.575979386,-12.61867264
Mono/DC,CD14 Mono,-9.337321613,3.866839858
T cell,MAIT,5.761539604,-1.543112187
Mono/DC,CD16 Mono,-8.519826267,8.237770768
Mono/DC,CD14 Mono,-8.757719372,5.336430283
T cell,CD8 Naive,4.981606152,6.168885918
T cell,CD4 Memory,6.315089848,2.158868523
T cell,CD4 Naive,5.357081558,2.937306376
B cell,Memory B,0.172180932,-12.06660965
T cell,CD8 Naive,2.79492965,6.539401742
NK,NK,7.885396626,-6.128824977
Mono/DC,CD14 Mono,-9.121342991,2.998731108
B cell,Memory B,-0.169767205,-12.32179287
NK,NK,8.251649525,-6.95191553
Progenitor cells,GMP,-7.498722408,-0.7108573
Mono/DC,CD14 Mono,-6.884729717,0.959029527
B cell,Naive B,-1.912133072,-12.19641903
Mono/DC,CD14 Mono,-6.689737175,2.711623879
B cell,Memory B,1.570183303,-11.64699867
T cell,CD8 Memory_2,5.91799083,-3.473915128
T cell,CD8 Effector_1,5.958582546,-3.50651863
T cell,CD4 Naive,2.907900002,1.562774154
T cell,CD4 Memory,6.889006283,2.141346188
T cell,CD8 Memory_2,5.74429908,-4.780121593
T cell,CD8 Naive,3.071032908,5.575535508
T cell,CD4 Naive,6.323036816,2.438492032
Mono/DC,CD14 Mono,-8.244119022,0.97597334
T cell,CD8 Naive,2.249186899,3.335244866
T cell,CD4 Memory,6.841459419,1.476189943
Mono/DC,CD14 Mono,-8.444196079,4.972397061
T cell,CD4 Memory,6.914254334,1.195121499
T cell,CD4 Memory,7.291206505,1.850754114
T cell,CD8 Naive,3.581558134,6.067377778
B cell,Memory B,0.557690587,-12.31340721
T cell,CD8 Naive,2.904454615,5.926855775
B cell,Memory B,0.85550287,-11.85317543
Progenitor cells,Prog_DC,-11.69922576,1.227751704
Progenitor cells,LMPP,-6.84906039,-5.146123199
Mono/DC,pDC,-9.715905521,-6.964188842
B cell,Memory B,0.343179982,-12.11723259
T cell,Treg,6.444500115,3.115406009
Mono/DC,CD14 Mono,-6.838079307,3.639842959
T cell,Treg,7.156719353,1.51460919
B cell,Naive B,-1.155468438,-12.4366143
T cell,CD4 Naive,6.574180271,4.116760941
Mono/DC,cDC2,-12.45758853,2.98603222
Mono/DC,CD14 Mono,-10.48931918,4.347375603
Progenitor cells,Prog_RBC,-4.155749176,-3.651757983
Progenitor cells,LMPP,-7.243297909,-4.404641418
T cell,MAIT,7.143410828,-1.927166967
T cell,CD8 Naive,4.349094536,5.484688016
T cell,CD4 Naive,3.025203135,2.047143193
T cell,CD4 Memory,6.876766827,3.064224692
T cell,CD4 Naive,4.730996754,4.257275792
B cell,Naive B,-2.147235487,-12.07104233
T cell,CD8 Effector_1,4.996108677,-2.585290937
T cell,CD4 Naive,3.890712883,2.773336621
T cell,CD8 Effector_1,5.965574887,-4.72131565
Mono/DC,CD14 Mono,-9.360902164,3.145849677
B cell,Naive B,-1.643454645,-12.05628994
T cell,CD4 Memory,7.27585664,-0.109369395
T cell,CD4 Naive,4.084236767,2.932395907
Mono/DC,CD14 Mono,-8.756041858,3.85185978
Mono/DC,CD14 Mono,-9.278400753,4.267883035
T cell,CD4 Naive,5.716043141,4.126848431
T cell,CD8 Naive,4.168966439,6.893115254
T cell,CD4 Naive,2.364024069,1.637421461
Mono/DC,CD14 Mono,-7.53847966,1.47910914
T cell,CD4 Naive,5.56216016,3.596535416
T cell,CD8 Effector_1,5.965831902,-4.690461902
Mono/DC,CD14 Mono,-8.925136898,4.50634739
T cell,CD8 Naive,3.393914606,5.656062337
Mono/DC,CD14 Mono,-8.197092388,4.82351944
B cell,Naive B,-2.191859339,-12.25805405
T cell,CD8 Naive,4.442535546,6.14247057
NK,NK,8.37768903,-6.914985923
T cell,CD4 Naive,4.768839504,2.843226643
T cell,MAIT,7.417828705,-1.960743455
T cell,Treg,6.022612717,2.808336945
B cell,Naive B,-1.184265945,-13.0203717
T cell,CD4 Naive,5.579783585,4.015781375
T cell,CD4 Naive,3.344844725,2.6721904
Mono/DC,CD14 Mono,-8.564875934,2.775246831
T cell,gdT,7.725365307,-2.261396674
T cell,CD8 Effector_1,5.844046261,-2.204622297
T cell,CD4 Naive,6.369785454,4.517813893
B cell,Naive B,-1.038954351,-11.81672409
T cell,CD4 Memory,4.108239796,0.795841368
T cell,CD4 Naive,5.503180172,4.412369939
B cell,Memory B,0.482366975,-11.50419929
T cell,CD4 Naive,3.92757168,3.412506791
T cell,CD4 Naive,2.521371748,2.072087975
Mono/DC,CD14 Mono,-6.882714603,4.162378999
Mono/DC,CD14 Mono,-9.789292667,4.302118989
Progenitor cells,Prog_DC,-11.74824748,1.369648071
T cell,CD4 Memory,5.778359081,0.121858632
NK,NK,8.437574055,-6.117484359
T cell,CD8 Memory_2,5.943170216,-4.099902419
T cell,CD8 Naive,4.13266721,5.511379453
T cell,CD8 Naive,3.09289303,6.390665742
T cell,MAIT,7.185530331,-2.950466184
Mono/DC,CD14 Mono,-8.802890156,4.651224824
Mono/DC,pDC,-9.67753825,-6.934442786
T cell,CD4 Naive,5.021626618,4.997887345
T cell,CD8 Naive,2.255876448,3.260062905
T cell,CD4 Memory,7.423354294,0.453749778
T cell,CD4 Memory,7.500790741,0.201695861
Progenitor cells,Prog_RBC,-4.201680515,-3.901046304
T cell,CD8 Memory_1,6.574600365,-1.444033293
T cell,CD4 Naive,3.823488619,3.10128543
Mono/DC,CD14 Mono,-9.258937214,7.104613992
T cell,CD8 Naive,2.955989744,6.073301526
Mono/DC,CD14 Mono,-9.0888885,4.718924733
Mono/DC,CD14 Mono,-7.486722324,1.342685791
T cell,CD8 Naive,4.427433159,5.62995884
T cell,CD4 Memory,7.112309124,-1.740352778
T cell,gdT,7.482151177,-4.27349594
T cell,CD4 Naive,3.867225792,2.420723649
T cell,CD4 Naive,4.342415478,2.889996739
Progenitor cells,HSC,-6.297542904,-5.71053007
Mono/DC,CD14 Mono,-6.883971546,4.450112553
NK,CD56 bright NK,8.589242604,-4.408299712
T cell,CD8 Naive,2.7318944,6.063000413
T cell,CD4 Naive,5.11207452,3.998047324
Mono/DC,pDC,-9.66510329,-5.740094928
Mono/DC,CD14 Mono,-9.994557712,5.371406766
T cell,CD8 Memory_2,4.906999733,1.136875363
Progenitor cells,GMP,-7.483658169,-1.048386363
Progenitor cells,LMPP,-4.651698921,-5.312186031
Progenitor cells,GMP,-7.83926234,-0.65124592
T cell,CD4 Naive,6.214871552,4.772009106
T cell,CD4 Memory,8.122828629,1.309879156
T cell,CD4 Memory,5.516585495,0.141241009
T cell,CD8 Naive,3.877405312,5.474176141
T cell,CD8 Naive,2.991473582,4.042468043
T cell,CD4 Memory,7.429516461,1.096183153
T cell,CD4 Memory,6.931174423,1.385063978
T cell,CD4 Memory,7.215368893,1.202694269
B cell,Memory B,-1.173335049,-11.03440788
Progenitor cells,GMP,-7.10416827,-2.8967984
NK,NK,8.709221508,-4.934366969
B cell,Memory B,-0.675513242,-10.40000847
T cell,CD4 Naive,2.482190516,2.36692855
Mono/DC,CD14 Mono,-7.381148193,1.523607822
Progenitor cells,GMP,-7.425265644,-3.926624088
Mono/DC,CD14 Mono,-10.14937148,5.449691029
T cell,CD4 Memory,5.738320973,2.05319521
NK,CD56 bright NK,8.740274098,-4.433667926
B cell,Naive B,-1.834203813,-12.41532543
B cell,Naive B,-1.377363775,-13.16112926
T cell,CD8 Naive,2.485694077,1.908007475
T cell,CD4 Naive,4.199761774,2.620717736
T cell,CD4 Naive,2.145035412,2.510310145
B cell,Naive B,-1.687211845,-12.28624752
T cell,CD4 Naive,4.10570493,5.126623364
T cell,CD4 Memory,7.081816818,1.442249986
Mono/DC,cDC2,-11.32992587,3.789620133
T cell,CD8 Memory_2,5.441534188,-2.83390787
T cell,CD4 Memory,8.002159741,0.975943716
B cell,Memory B,1.551417496,-12.25388077
Mono/DC,CD14 Mono,-9.587181423,5.687273713
Mono/DC,CD14 Mono,-9.707917545,5.466043683
Progenitor cells,Prog_Mk,-5.962589596,-4.438421039
B cell,Naive B,-1.534086201,-11.04930904
T cell,CD8 Naive,2.95233145,2.916016312
T cell,CD8 Memory_2,6.176696923,-3.587042836
Mono/DC,CD14 Mono,-8.48343787,2.109554978
Progenitor cells,LMPP,-6.399583671,-5.146814613
T cell,CD8 Naive,4.285083916,6.803597661
B cell,Memory B,-0.080584172,-11.88943603
B cell,Naive B,0.075181048,-10.62593868
T cell,CD8 Naive,4.971148636,6.503938409
T cell,CD4 Naive,3.168511297,2.629853221
T cell,CD4 Memory,7.273532536,1.127735587
Mono/DC,pDC,-9.866127346,-6.09493473
T cell,CD4 Memory,7.919885304,2.083710881
T cell,CD8 Naive,3.326169398,5.507807465
T cell,CD8 Naive,4.835663941,6.168723317
Progenitor cells,Prog_Mk,-6.486855362,-5.332165507
T cell,CD4 Memory,7.84886184,1.288968416
T cell,CD8 Naive,3.695902731,6.458271714
Progenitor cells,Prog_RBC,-4.637423847,-3.814386396
T cell,CD4 Naive,5.723452236,4.290794106
T cell,CD8 Memory_2,6.60799947,-2.42744544
Mono/DC,cDC2,-7.389087532,4.928163262
T cell,CD4 Memory,4.221834805,0.60386649
T cell,CD8 Naive,3.676238682,5.282611581
B cell,Memory B,0.341257822,-12.17789963
T cell,CD4 Naive,5.361961987,3.896172972
Mono/DC,CD14 Mono,-10.21706996,5.263206216
T cell,CD4 Memory,7.241210129,1.412075849
Mono/DC,CD14 Mono,-10.00030169,2.801894875
T cell,CD8 Effector_2,5.177192833,-3.84348443
Mono/DC,CD14 Mono,-8.752215717,1.181187006
Mono/DC,CD14 Mono,-9.0610126,0.924098047
NK,NK,8.126916554,-6.479836253
T cell,CD4 Memory,7.7388083,0.539650204
T cell,CD4 Naive,3.743029024,2.869616004
Mono/DC,CD14 Mono,-8.881029461,5.080499383
T cell,CD4 Memory,6.892973568,3.351234408
Mono/DC,CD14 Mono,-9.225775097,6.605768414
B cell,Naive B,-0.1896067,-10.39604214
B cell,Memory B,0.522115897,-11.89096191
T cell,CD8 Naive,3.218537953,6.424462052
T cell,CD4 Naive,5.233161118,3.871301146
B cell,Naive B,-0.542480562,-11.92894962
T cell,gdT,7.699590351,-4.078955917
T cell,Treg,5.095039513,1.275155874
T cell,CD4 Naive,5.086633827,4.4700062
Mono/DC,CD14 Mono,-10.08431563,5.833676549
Mono/DC,CD14 Mono,-8.490919445,2.800116988
Mono/DC,CD14 Mono,-8.665877674,3.354027959
B cell,Plasmablast,-2.619284246,-6.452204971
Mono/DC,CD14 Mono,-6.800253723,2.548988553
T cell,CD4 Naive,5.100845959,3.400172206
B cell,Naive B,-2.290567968,-12.53313663
T cell,CD4 Naive,2.333139326,1.359375807
Mono/DC,cDC2,-12.44608817,2.723697873
B cell,Naive B,-1.756117914,-11.56639507
Progenitor cells,GMP,-7.398509357,-0.472620753
Progenitor cells,GMP,-8.191038463,-0.36678472
Mono/DC,CD14 Mono,-9.478383396,4.832301827
Progenitor cells,HSC,-6.543021057,-6.099628238
NK,NK,2.406592276,2.30496213
T cell,CD4 Memory,4.800291683,0.688221069
Progenitor cells,Prog_RBC,-2.518093679,-3.406949548
Mono/DC,CD14 Mono,-8.516473148,3.539543839
Progenitor cells,LMPP,-6.863458011,-5.682327537
T cell,MAIT,7.482242729,-0.08788803
T cell,CD4 Naive,5.050177242,4.442434521
Mono/DC,CD14 Mono,-10.80157313,5.384319516
Progenitor cells,Prog_RBC,-3.713755939,-3.862767724
Progenitor cells,Prog_RBC,-4.547032211,-5.308199672
Progenitor cells,GMP,-7.661034439,-1.801216988
Mono/DC,CD14 Mono,-8.721198414,0.877913686
Mono/DC,cDC2,-11.97403559,2.888736459
Progenitor cells,Prog_B 2,-5.976205681,-7.69876459
Mono/DC,CD14 Mono,-7.69349036,5.129010411
Mono/DC,pDC,-10.0295423,-6.274430541
Mono/DC,CD14 Mono,-7.233150337,3.762017699
B cell,Naive B,-0.006409321,-12.57680729
T cell,CD8 Naive,2.866158392,4.060397836
T cell,CD4 Memory,7.013314869,0.005346676
T cell,CD8 Naive,4.692791607,6.054088803
T cell,CD8 Naive,4.501515534,5.901727887
T cell,CD4 Memory,6.478378441,2.65147421
Mono/DC,cDC2,-10.60964045,2.525197478
Mono/DC,CD14 Mono,-7.619968269,1.076848241
Mono/DC,pDC,-10.09415278,-6.368929176
T cell,CD8 Naive,2.981942799,4.655423852
B cell,Naive B,-1.618727777,-11.10839394
T cell,CD8 Naive,4.289703037,6.199827882
T cell,CD4 Naive,4.208971884,2.756204577
Progenitor cells,Prog_RBC,-2.35709009,-1.529317168
T cell,CD4 Memory,7.891279843,0.094313068
T cell,CD4 Naive,5.943194535,3.849905463
Progenitor cells,Prog_RBC,-4.746344421,-4.229425697
Progenitor cells,Prog_Mk,-6.484846447,-4.997743396
T cell,CD4 Naive,2.368204262,1.262191506
T cell,CD4 Memory,6.756083157,-0.460936157
Progenitor cells,GMP,-8.689475391,0.557198497
B cell,Memory B,-0.083216552,-12.14978149
T cell,CD4 Memory,7.789985325,0.119956551
T cell,CD4 Naive,6.168822911,5.324743958
T cell,CD4 Naive,5.470040943,5.14532301
T cell,CD4 Memory,4.807731297,2.707001181
B cell,Naive B,-1.906757448,-12.34684589
Mono/DC,CD14 Mono,-9.378885601,4.19050047
T cell,CD4 Naive,6.334629681,4.565253468
Mono/DC,CD14 Mono,-9.672623966,5.994957181
T cell,CD8 Naive,5.505275871,5.056815835
Mono/DC,CD14 Mono,-9.4896749,5.118595811
Mono/DC,CD14 Mono,-8.595041607,5.005095692
Mono/DC,CD16 Mono,-8.282511089,8.800397607
T cell,CD4 Memory,6.966941025,-0.649212448
B cell,Naive B,-1.994014833,-11.33583095
T cell,CD8 Naive,2.956858065,4.52017376
T cell,CD8 Memory_2,5.957568314,-2.406306533
Mono/DC,CD14 Mono,-9.862651203,3.44496748
T cell,CD4 Naive,4.220620539,2.34994957
B cell,Naive B,-2.195877884,-12.18397835
Progenitor cells,Prog_RBC,-6.202535007,-4.401890067
T cell,CD8 Naive,4.78319278,5.726005288
Progenitor cells,Prog_RBC,-2.872235391,-1.39169064
T cell,CD4 Naive,4.802045014,3.583339902
Mono/DC,CD14 Mono,-7.939170215,2.529566022
Mono/DC,CD14 Mono,-8.475674961,0.84415439
T cell,CD4 Memory,7.081798222,2.278995009
T cell,CD8 Naive,4.471816685,3.73402402
B cell,Memory B,0.893514242,-12.32544544
B cell,Naive B,-1.711339567,-11.28073624
T cell,CD8 Naive,3.382332947,7.038354131
B cell,Naive B,-1.161490891,-11.70933273
Mono/DC,CD14 Mono,-9.460811947,2.627607795
T cell,CD8 Naive,3.664417174,6.459459515
T cell,CD4 Naive,5.183310177,5.283751221
T cell,CD4 Naive,6.167975094,5.0667865
NK,NK,8.920340206,-5.859042911
B cell,Memory B,0.697089191,-12.18635204
T cell,CD8 Naive,3.97917762,6.57866499
T cell,CD8 Naive,4.486552384,7.203810426
NK,NK,8.144751217,-6.973748473
Progenitor cells,Prog_B 2,-5.664897297,-8.221069602
T cell,CD4 Naive,6.185811188,4.205528947
NK,NK,8.091178086,-6.136924533
T cell,CD8 Effector_1,5.761964943,-3.574511317
T cell,gdT,7.443781044,-5.009654788
T cell,CD4 Naive,4.848358299,4.938135358
B cell,Naive B,-2.214240883,-12.56196716
T cell,CD4 Memory,6.668073799,2.455008717
T cell,CD8 Naive,4.438522484,6.654326173
T cell,CD4 Memory,3.854281571,2.06733677
T cell,CD4 Memory,7.037416126,1.347437592
Progenitor cells,Prog_RBC,-5.595063064,-4.624421386
T cell,CD8 Naive,3.447038796,6.205509396
Progenitor cells,LMPP,-7.41002259,-3.999303607
T cell,CD8 Naive,3.439644959,7.147604676
Progenitor cells,GMP,-7.865171764,-0.352569399
T cell,CD8 Naive,4.872810986,5.388629647
NK,NK,8.012926247,-6.700271873
T cell,CD8 Naive,4.498828556,5.303324433
B cell,Naive B,-1.371913884,-12.48391083
T cell,CD4 Naive,2.450759318,1.64325163
Progenitor cells,Prog_RBC,-2.436266277,-3.384864597
T cell,CD4 Memory,7.774494793,0.855091961
T cell,CD8 Naive,4.364881184,6.932470055
Mono/DC,CD14 Mono,-7.780678127,3.815525742
Progenitor cells,GMP,-7.610193107,-2.431305913
T cell,CD4 Memory,5.91553178,3.137038203
Mono/DC,CD14 Mono,-9.08791003,5.320978852
T cell,CD4 Naive,2.873243477,2.418253871
NK,NK,8.178136494,-4.106577186
T cell,CD4 Memory,7.091222431,3.067594739
T cell,CD4 Naive,8.96061578,1.435475441
T cell,CD8 Naive,4.391911652,6.737603875
B cell,Naive B,-1.490833972,-12.58704689
T cell,CD4 Naive,2.849355843,2.550910922
Mono/DC,CD14 Mono,-8.643052433,5.125663968
Progenitor cells,Prog_RBC,-4.729517792,-3.750655917
T cell,CD4 Memory,7.7232677,1.629092665
Mono/DC,pDC,-9.948118541,-6.374378947
Mono/DC,CD14 Mono,-8.40829787,4.096242638
Mono/DC,CD14 Mono,-9.845958088,6.002899381
T cell,CD4 Memory,6.3360168,-0.33550596
B cell,Naive B,-1.327349637,-13.27973488
T cell,CD4 Naive,5.652053025,3.849661799
NK,NK,8.061397698,-6.100884704
T cell,CD4 Naive,2.460764792,1.912032934
T cell,CD8 Naive,4.770716812,6.245550366
T cell,CD4 Memory,7.986191895,1.534713717
Mono/DC,CD14 Mono,-8.430874203,4.103979321
Progenitor cells,Prog_RBC,-2.044846866,-2.418540506
Progenitor cells,Prog_B 2,-5.671532009,-8.276269225
T cell,CD4 Memory,7.871940758,0.968297871
Mono/DC,CD14 Mono,-6.953554962,2.377482625
T cell,CD8 Naive,4.439569142,7.2405369
T cell,CD8 Memory_1,6.894738819,-0.456586568
Mono/DC,CD14 Mono,-6.655783031,2.953295918
T cell,CD4 Naive,4.884427216,4.095720025
Mono/DC,CD14 Mono,-9.644701336,2.684386702
Progenitor cells,Prog_DC,-11.81002459,1.425026508
T cell,CD4 Memory,7.683081295,1.463228079
T cell,CD4 Naive,5.132151749,5.131554337
T cell,CD8 Naive,3.62685075,4.940293046
T cell,CD8 Naive,3.434830572,6.907216759
T cell,CD4 Memory,6.193673756,2.4981806
T cell,CD4 Naive,5.955255177,4.464632722
Mono/DC,CD14 Mono,-7.068436477,1.806306096
T cell,MAIT,7.62023082,-1.841561822
T cell,gdT,7.61868396,-2.908257274
T cell,CD4 Naive,4.620350029,4.69668028
Mono/DC,CD14 Mono,-9.061237667,1.841057392
Progenitor cells,HSC,-6.903225277,-5.43973091
T cell,CD4 Naive,6.25114074,4.424989911
Mono/DC,CD14 Mono,-6.610249851,2.601418944
T cell,CD4 Memory,7.193748619,2.574435921
T cell,CD4 Memory,6.519403603,2.504627677
T cell,CD4 Naive,5.38968816,2.967277737
B cell,Memory B,1.36671355,-11.52649715
Mono/DC,CD14 Mono,-6.932629917,3.011418792
T cell,CD4 Memory,7.116637852,1.824578853
T cell,CD4 Naive,5.685728695,3.57032487
T cell,CD4 Naive,4.912624504,4.013268205
T cell,CD4 Memory,8.392783787,1.547064157
T cell,CD4 Naive,5.343306687,3.843658896
T cell,CD4 Memory,4.973895218,1.712324711
T cell,CD8 Effector_1,5.843267109,-4.108226089
T cell,CD4 Naive,4.670655396,3.238829346
T cell,CD4 Naive,6.004829075,4.472596379
Mono/DC,CD14 Mono,-9.23891959,6.219245168
T cell,CD4 Naive,4.899446633,4.006609889
T cell,CD4 Naive,5.626564648,4.965446683
Mono/DC,CD14 Mono,-9.370182369,4.516287061
T cell,CD8 Naive,4.130680945,4.630249234
T cell,CD8 Naive,6.100303795,5.102450105
T cell,CD4 Naive,6.333888676,3.993290635
T cell,CD4 Naive,3.981928017,2.570027085
Mono/DC,CD16 Mono,-8.249619816,8.879787179
T cell,CD4 Memory,3.669290211,2.66311595
Mono/DC,CD14 Mono,-9.804948185,3.83107874
B cell,Naive B,-1.310120557,-12.82340744
T cell,Treg,3.08672538,2.211683245
T cell,CD4 Memory,6.863907006,0.481864723
T cell,CD4 Naive,5.471693661,3.922834369
NK,NK,8.264606621,-7.029857425
Mono/DC,CD14 Mono,-8.430901859,2.436451884
T cell,CD4 Naive,5.52265897,4.428417416
B cell,Naive B,-1.959140156,-12.49212864
T cell,CD4 Naive,5.094740059,3.571599694
T cell,CD8 Effector_1,6.60970607,-5.024228839
Mono/DC,CD14 Mono,-7.411530826,2.582827302
T cell,CD4 Naive,5.760958817,3.352397652
T cell,CD4 Memory,4.330765393,0.224477472
Mono/DC,CD14 Mono,-8.291959141,1.73522553
T cell,Treg,4.330890324,3.765368434
B cell,Naive B,-1.306174968,-12.22302273
T cell,CD8 Naive,3.999905493,5.735750409
T cell,CD8 Naive,4.182809021,7.012002679
Mono/DC,CD14 Mono,-8.645609234,2.200997086
B cell,Memory B,0.796723988,-11.85463169
T cell,CD8 Memory_2,6.375137951,0.326784195
NK,NK,7.781383183,-6.048361091
B cell,Naive B,-2.227858637,-12.38069179
Mono/DC,CD14 Mono,-7.850202892,3.886509867
T cell,CD8 Naive,4.86445203,6.288213464
T cell,CD8 Naive,3.971961405,7.180846902
T cell,CD4 Naive,3.016474392,2.389072867
B cell,Memory B,1.231375005,-11.98132828
NK,NK,8.458111431,-6.987128524
T cell,CD8 Naive,1.815974977,3.150808068
Mono/DC,CD14 Mono,-9.162239406,4.351779671
Progenitor cells,Prog_Mk,-6.850998733,-4.349895744
Mono/DC,CD16 Mono,-8.56645808,8.288048478
T cell,CD4 Naive,5.337940838,3.145933362
Mono/DC,CD14 Mono,-8.266308162,2.989829274
Progenitor cells,LMPP,-7.792860363,-3.213273791
Mono/DC,cDC2,-12.00618491,3.388013097
T cell,CD4 Memory,8.837606098,1.369609328
Mono/DC,CD14 Mono,-8.03003249,4.688180657
T cell,CD8 Naive,2.214048531,3.628059359
Mono/DC,CD16 Mono,-8.269879673,8.280071946
T cell,CD4 Naive,3.403634217,2.898805114
T cell,CD4 Memory,3.666761543,1.184168073
T cell,CD8 Memory_2,6.052108433,-4.850320605
T cell,CD8 Naive,3.025328305,6.727572652
Mono/DC,CD14 Mono,-9.366451595,2.323940249
T cell,CD8 Effector_1,5.20031419,-3.097095517
T cell,CD4 Memory,4.868637707,1.142921062
Mono/DC,CD14 Mono,-9.531821583,5.196034165
Mono/DC,CD14 Mono,-8.464977596,3.248674365
Mono/DC,CD14 Mono,-6.804047916,2.850313874
Mono/DC,CD14 Mono,-7.240268085,4.042137595
T cell,CD4 Naive,3.189684059,2.179286691
Mono/DC,CD14 Mono,-8.850539539,2.788791867
T cell,CD8 Naive,4.057550099,6.513929578
Mono/DC,CD14 Mono,-10.71531329,4.106433602
T cell,CD4 Memory,7.874852802,1.719488474
T cell,CD4 Naive,3.749146368,3.140597554
Mono/DC,CD14 Mono,-9.878857944,4.245524617
B cell,Naive B,-1.601952884,-10.71308353
Mono/DC,pDC,-10.24816928,-6.528741149
T cell,CD8 Naive,4.034812596,6.597141476
B cell,Naive B,-0.814592574,-12.71419838
T cell,CD8 Naive,4.422865059,7.100628587
T cell,CD8 Naive,1.947553541,1.614169331
B cell,Memory B,0.748676415,-12.12850025
T cell,CD8 Naive,3.867277291,6.673017236
B cell,Naive B,-0.149091665,-12.11163452
B cell,Naive B,-1.594881389,-12.95671299
T cell,CD4 Naive,4.025597002,3.323554726
T cell,CD8 Naive,3.870853331,6.399520131
Progenitor cells,LMPP,-7.307326172,-4.231904773
T cell,CD8 Naive,4.165069964,6.066383096
Mono/DC,CD14 Mono,-6.668550823,2.722204896
Mono/DC,pDC,-10.05580172,-6.296411781
Mono/DC,CD14 Mono,-8.956494663,1.815922828
T cell,CD4 Memory,6.929786827,3.486570092
T cell,CD4 Memory,6.3454515,1.813188048
Mono/DC,CD14 Mono,-7.527047012,3.89418623
Mono/DC,CD14 Mono,-8.209028576,3.590051146
Mono/DC,CD14 Mono,-6.741019104,2.761794301
Mono/DC,CD14 Mono,-6.780837391,1.165767284
Progenitor cells,GMP,-7.688466881,-3.128440646
T cell,CD4 Memory,6.993770745,0.099431163
T cell,CD4 Naive,5.468339588,4.610560628
T cell,CD4 Memory,7.380031254,0.857953759
T cell,CD4 Memory,8.028071072,0.564667078
Mono/DC,CD14 Mono,-8.155038212,2.433426352
B cell,Naive B,-1.222734545,-11.15117672
Mono/DC,CD14 Mono,-8.808238361,3.023123952
T cell,CD8 Naive,2.017802264,3.807546349
Mono/DC,CD14 Mono,-10.08427939,5.392451974
T cell,CD4 Memory,6.920579579,0.508492174
B cell,Memory B,-0.024303321,-10.4728482
T cell,CD8 Naive,3.351540711,5.699587079
T cell,CD8 Memory_1,5.832149651,-2.280522851
T cell,CD4 Naive,3.811068918,2.715224477
T cell,CD4 Memory,7.117099907,2.680238457
Progenitor cells,LMPP,-7.593606327,-3.583530454
T cell,CD4 Memory,5.438629296,4.334557267
B cell,Memory B,0.561722543,-11.99468258
T cell,CD4 Naive,4.414185669,4.779589387
T cell,CD8 Naive,4.477471974,6.407562466
T cell,gdT,7.491093781,-3.761997251
T cell,CD4 Naive,4.464730408,3.301473828
T cell,CD4 Memory,7.926108505,0.435674222
Progenitor cells,Prog_DC,-12.04140982,2.460100861
Progenitor cells,Prog_RBC,-2.960656736,-3.722333936
T cell,CD4 Memory,6.916406777,-0.30460426
T cell,CD4 Memory,7.391338017,1.182681652
T cell,CD4 Naive,4.154705193,3.209102126
Progenitor cells,Prog_B 2,-5.689143989,-8.328835754
T cell,CD4 Naive,2.947600033,1.713997098
Mono/DC,pDC,-9.994363163,-6.226636676
Progenitor cells,Prog_B 1,-6.810619686,-6.148913173
T cell,CD4 Memory,6.829755451,1.136572572
Mono/DC,CD14 Mono,-7.16464505,3.945703955
B cell,Naive B,-1.944067333,-11.91864326
T cell,CD8 Naive,2.178778913,3.190595837
B cell,Naive B,-2.063470218,-12.7020047
NK,NK,7.518172409,-6.313185004
T cell,CD4 Naive,5.167975094,3.178412171
T cell,CD8 Naive,3.263649132,7.028132172
T cell,CD4 Memory,7.340724137,2.883238049
T cell,CD8 Naive,3.184663203,5.347027036
T cell,CD4 Naive,5.853144314,3.882088633
NK,NK,8.942874577,-5.992816714
T cell,MAIT,7.28637233,-2.096351413
T cell,CD4 Memory,7.238690521,0.45790741
T cell,CD4 Memory,5.296629097,0.6817337
Mono/DC,CD14 Mono,-6.605355594,0.719686421
T cell,CD4 Memory,3.533821251,1.112317177
T cell,CD4 Naive,6.255085137,4.252109261
T cell,CD4 Memory,4.235735562,1.417715164
T cell,MAIT,5.804499294,-1.199588803
Mono/DC,CD14 Mono,-9.385869358,6.204862328
T cell,CD8 Naive,5.715796139,-1.446097998
B cell,Memory B,0.851309564,-11.93965652
B cell,Naive B,-2.12131295,-12.50930336
T cell,CD8 Memory_2,5.204257157,-2.650140552
T cell,CD4 Naive,5.669172909,4.259598943
B cell,Memory B,0.377026696,-11.63723209
T cell,CD4 Naive,5.516920235,4.803332063
Mono/DC,CD14 Mono,-7.830577228,2.214694949
T cell,CD8 Naive,3.381094362,3.093446942
Progenitor cells,LMPP,-7.403842304,-4.241216449
T cell,CD4 Memory,7.822969105,1.045512231
T cell,CD4 Memory,7.681738522,1.004574569
