celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,16.49967005,11.68851837
Mono/DC,CD14 Mono,-24.11246775,-6.775342144
Progenitor cells,LMPP,-15.23119066,-16.69428078
B cell,Naive B,-12.03756235,-14.3020126
B cell,Memory B,0.04685368,-2.432034172
T cell,CD8 Naive,-8.312763196,22.259878
T cell,CD8 Naive,4.169755477,-6.957360424
T cell,CD8 Effector_2,7.222519416,-3.850513138
B cell,Memory B,0.766189951,-12.60406605
B cell,Memory B,-7.316312772,-4.931275047
T cell,CD4 Naive,-12.05161188,-0.172062911
T cell,CD4 Naive,8.586383361,-10.37838761
B cell,Naive B,1.097436148,-12.59114567
T cell,Treg,5.144487399,11.40041336
Mono/DC,CD14 Mono,-2.047028047,10.4426678
T cell,CD4 Memory,0.426996607,6.552243077
T cell,gdT,15.05170919,8.647749268
Mono/DC,CD14 Mono,12.17818643,20.84518226
T cell,CD4 Memory,-0.230997068,-4.919174827
Progenitor cells,GMP,-24.08470438,-6.786647953
Progenitor cells,LMPP,-2.740221006,-5.475093521
B cell,Memory B,-8.591282827,-10.24873463
T cell,MAIT,15.37175276,8.965003811
Progenitor cells,Prog_RBC,-24.05861567,-6.74129454
Mono/DC,CD14 Mono,-24.09940241,-6.762927212
T cell,MAIT,10.63912012,-4.012773193
Mono/DC,CD16 Mono,0.398619193,-0.765892304
T cell,CD8 Naive,13.97443773,-11.98222748
T cell,CD4 Naive,12.89863016,18.05975898
Progenitor cells,GMP,-15.15845774,-16.66915528
T cell,CD4 Naive,-15.21309755,-16.64256684
NK,NK,-1.035615188,-1.989329017
T cell,CD8 Naive,-7.635649663,-0.407522238
Mono/DC,CD14 Mono,-6.324105245,5.902491413
Mono/DC,pDC,-24.04741381,-6.763401664
T cell,CD4 Naive,15.83286573,-1.296020902
T cell,CD4 Naive,8.27076866,-0.581710614
Mono/DC,CD14 Mono,-24.07051752,-6.7273008
T cell,CD8 Naive,11.78238489,-9.217435039
Mono/DC,CD14 Mono,-11.21397207,9.785663449
Mono/DC,CD14 Mono,-7.16382311,3.299492441
Mono/DC,CD14 Mono,-5.305255872,9.536495053
Mono/DC,CD14 Mono,-16.46154497,1.567704819
T cell,CD8 Effector_1,13.03207113,-10.63278118
T cell,CD4 Memory,6.688244838,16.87924751
Mono/DC,CD14 Mono,-7.061096173,6.001978718
T cell,CD8 Naive,14.72036554,-21.8227636
Mono/DC,CD14 Mono,12.20277311,20.88073524
B cell,Naive B,-5.398859006,-5.305901207
T cell,CD4 Memory,26.56442167,4.299435936
Progenitor cells,Prog_RBC,-24.05419253,-6.756622471
Mono/DC,CD14 Mono,-19.67648409,3.883486115
Mono/DC,CD14 Mono,-3.941542607,8.477195584
Progenitor cells,LMPP,-9.204485875,-6.114605106
Mono/DC,CD14 Mono,-15.18958758,-16.64921395
B cell,Naive B,-10.84009169,-16.0146772
T cell,CD8 Naive,6.441747683,-21.63572708
Mono/DC,CD14 Mono,-16.57875155,11.55497345
T cell,CD8 Naive,-3.556937677,-7.557741321
Mono/DC,CD14 Mono,-8.257101041,22.2855986
Mono/DC,CD14 Mono,-5.565543157,8.600395523
T cell,CD8 Naive,2.413860101,-0.098270572
B cell,Memory B,-10.15752218,-1.814778484
Progenitor cells,GMP,-15.22730539,-16.60543076
T cell,CD8 Memory_2,16.94133665,-2.084132351
T cell,CD4 Memory,10.18065073,-2.575979627
T cell,CD4 Naive,-24.0709791,-6.747025169
T cell,CD8 Naive,9.511890429,-9.860516704
T cell,CD4 Naive,19.80021383,13.38862022
Progenitor cells,LMPP,-2.09937666,-4.784290947
Mono/DC,CD14 Mono,-9.973764402,7.360217892
B cell,Memory B,-8.99796198,-10.55917279
B cell,Memory B,1.77455433,-6.733227886
Progenitor cells,Prog_B 1,-1.418883067,-6.479597248
T cell,CD8 Naive,13.13852789,-0.88669721
T cell,CD4 Naive,9.376942176,0.190294884
B cell,Naive B,-10.20324514,-16.49267022
T cell,CD4 Naive,7.006208438,8.612498604
Progenitor cells,Prog_RBC,9.42562725,10.97139629
B cell,Naive B,-1.621798497,-13.12292115
Mono/DC,CD14 Mono,-19.38811396,7.49171003
Mono/DC,pDC,-6.906257611,0.409917198
T cell,CD4 Memory,8.269577998,5.479202591
Mono/DC,CD14 Mono,-6.854382497,4.11394962
B cell,Naive B,0.922717708,-12.59867207
Progenitor cells,HSC,-24.03553866,-6.710904754
T cell,CD4 Memory,8.740751284,5.879218422
T cell,CD4 Memory,6.483605403,-21.58929459
T cell,CD8 Naive,-14.93130587,-8.973567165
Mono/DC,CD14 Mono,-24.0130205,-6.706746734
Mono/DC,CD14 Mono,-4.247673017,13.33641609
T cell,CD8 Memory_2,1.421224076,1.338383101
T cell,CD4 Naive,7.219316501,-14.15727726
T cell,CD4 Memory,5.571918506,0.06677761
B cell,Memory B,-0.051376802,-2.57481829
Mono/DC,CD16 Mono,1.346263903,-3.082295336
T cell,CD8 Naive,16.60494615,14.91926941
NK,NK,6.689952868,16.88881096
B cell,Plasmablast,-1.519464475,-6.348732628
T cell,Treg,-5.141346437,-6.426731743
T cell,gdT,4.03053667,6.624258839
B cell,Memory B,-24.01421068,-6.733850635
T cell,CD4 Memory,9.321868914,6.703733765
Progenitor cells,GMP,-9.934894544,-7.879573024
B cell,Memory B,-5.361664277,-5.36634127
T cell,CD4 Naive,-1.949050885,-18.89058892
Mono/DC,CD14 Mono,-1.866701823,-3.011756338
T cell,CD4 Naive,15.7246752,-6.435736812
T cell,CD4 Memory,4.168950099,10.63049492
T cell,CD4 Memory,6.324455279,10.94133361
T cell,CD8 Naive,6.380713958,-21.61130349
T cell,CD4 Naive,2.714931387,-14.17393032
B cell,Naive B,5.539321917,-1.550371565
B cell,Naive B,-11.57031916,-0.327932633
Mono/DC,CD14 Mono,-2.177686673,9.925519787
T cell,CD4 Naive,-1.758095008,5.540036522
NK,NK,5.752399939,15.16144832
T cell,CD8 Memory_1,14.90853884,-3.468240417
T cell,CD4 Memory,11.35406019,-2.715623535
T cell,CD4 Memory,17.99944593,-16.53965012
B cell,Naive B,-2.095026475,-13.48059384
T cell,CD4 Naive,-13.25143049,-0.113112785
T cell,CD4 Naive,16.30501367,-6.419654526
T cell,CD4 Naive,9.107489127,1.877990686
T cell,CD4 Naive,9.461997527,-8.710314907
T cell,CD8 Naive,6.747003096,-8.074350513
B cell,Naive B,-2.517820817,2.507505857
Mono/DC,CD14 Mono,-11.82805155,11.28036483
T cell,CD8 Naive,6.526247519,-0.847786344
T cell,CD8 Naive,2.730934638,3.902474724
B cell,Memory B,-0.26132558,-10.0750734
T cell,CD8 Memory_1,-1.969611627,-18.90434662
Progenitor cells,Prog_Mk,-3.05669449,-3.444881119
B cell,Naive B,-3.069181424,-10.16532437
Mono/DC,CD14 Mono,-3.937731725,14.82111343
Mono/DC,CD14 Mono,-6.163298589,8.668610894
T cell,CD8 Naive,6.559282321,-22.03381745
B cell,Plasmablast,-15.20033167,-16.65051857
NK,NK,0.548741716,6.308561646
Mono/DC,CD14 Mono,-1.007517081,13.12136062
Progenitor cells,GMP,-9.557672483,-5.598213352
T cell,CD8 Naive,-14.93997667,-8.977478183
Mono/DC,CD14 Mono,-8.56809805,2.085995637
T cell,CD4 Memory,10.94106485,7.715797268
Mono/DC,CD16 Mono,0.870835322,9.008225285
Mono/DC,CD14 Mono,0.783966202,22.79595932
Mono/DC,CD14 Mono,-7.663964254,4.02268108
B cell,Naive B,-9.445596677,-10.80523411
T cell,CD4 Memory,5.783824462,-3.354991592
Mono/DC,CD14 Mono,0.048689264,24.79160102
Progenitor cells,Prog_DC,-11.96603869,-3.392757095
Progenitor cells,GMP,-15.24207781,-16.57806412
Mono/DC,CD14 Mono,0.307014364,8.255909287
B cell,Naive B,-10.21270464,-16.50729386
Mono/DC,CD14 Mono,-8.159741384,2.460630261
Mono/DC,CD14 Mono,-19.41870592,7.462383591
B cell,Naive B,1.793426308,-9.176104702
Mono/DC,CD14 Mono,0.002748031,24.73348411
T cell,CD4 Naive,10.54311277,-12.65708653
Mono/DC,CD14 Mono,-9.378144246,9.853819691
T cell,CD4 Memory,14.07768442,12.81270298
Mono/DC,CD14 Mono,-2.238880139,-0.822561182
Mono/DC,CD14 Mono,-8.374927503,3.556811415
Mono/DC,CD14 Mono,-10.80469416,6.360520684
T cell,CD4 Naive,-9.040806752,-4.673560299
Mono/DC,CD14 Mono,-3.413858396,-1.152259268
NK,CD56 bright NK,6.61818077,6.258862816
Mono/DC,CD14 Mono,-7.999614698,2.586973749
T cell,CD8 Memory_1,16.42012503,14.69837459
T cell,CD8 Naive,-16.10832499,-5.106402553
T cell,CD4 Naive,12.98156073,0.621027567
Mono/DC,CD14 Mono,9.225646991,14.7368296
Mono/DC,pDC,-23.97733973,-6.770566143
T cell,CD4 Memory,16.51902105,-4.133386291
T cell,CD8 Memory_1,17.9879141,-16.4746267
Progenitor cells,GMP,0.046017426,24.67709907
Mono/DC,CD14 Mono,-3.911710244,8.393279396
NK,NK,-0.803888541,-1.233430065
Progenitor cells,HSC,-24.01706217,-6.69689814
B cell,Memory B,-8.665921193,-10.3113176
NK,NK,2.725552458,10.04704364
Mono/DC,CD16 Mono,0.663127798,9.824940525
T cell,CD4 Naive,7.64461996,9.528015934
T cell,CD4 Naive,6.449196833,-21.55855576
T cell,gdT,4.518955487,13.06844982
NK,NK,0.891222614,6.250635945
T cell,CD4 Naive,9.34710123,7.524914109
Mono/DC,CD14 Mono,-1.088749629,4.739760958
Progenitor cells,HSC,-3.656715375,0.372280978
B cell,Naive B,-10.18938635,-16.49119965
T cell,CD8 Naive,2.396502781,1.523489021
B cell,Naive B,0.200614709,-12.44953076
B cell,Memory B,-1.904959422,-12.26935879
Mono/DC,CD14 Mono,-6.88251875,15.38058075
T cell,CD4 Memory,6.117146033,1.570947431
T cell,CD4 Memory,5.980967063,15.53667339
T cell,MAIT,4.215017337,0.580032386
T cell,CD4 Naive,4.351095456,3.716996514
Mono/DC,CD14 Mono,-23.98870371,-6.703738846
Mono/DC,CD14 Mono,-7.666579229,8.091368042
B cell,Naive B,-5.269303304,-4.917853035
T cell,CD4 Naive,6.420802611,-21.82545487
T cell,CD8 Naive,6.430244464,-21.5991861
T cell,CD8 Naive,0.625735778,-5.793792881
Mono/DC,CD16 Mono,-3.536291581,4.42142614
Mono/DC,CD14 Mono,4.718113917,-1.45210091
NK,NK,0.434707421,-1.720335163
Progenitor cells,Prog_RBC,-15.24681757,-16.58170525
T cell,CD4 Naive,13.36338522,1.531792961
Mono/DC,CD14 Mono,-13.70995424,-1.692994751
T cell,CD8 Memory_2,14.94921495,-11.90152947
T cell,CD4 Naive,19.47594931,8.511112534
T cell,CD8 Naive,3.411611813,6.602608048
Progenitor cells,HSC,-8.901844007,-6.681680835
NK,CD56 bright NK,4.260441798,0.364725314
T cell,CD4 Memory,4.300554293,0.415772401
T cell,CD8 Naive,-1.458414537,5.565999829
T cell,CD4 Naive,11.08231737,-10.09716717
T cell,CD8 Memory_2,-4.241776448,-3.131564773
Progenitor cells,Prog_B 2,-23.97236155,-6.672279991
T cell,CD4 Naive,-15.25488375,-16.60095993
B cell,Naive B,1.424970824,-4.539626755
T cell,CD8 Memory_2,0.112110752,-25.526251
T cell,CD8 Memory_2,2.26278733,5.706343495
B cell,Naive B,3.655295152,-8.099492229
Mono/DC,CD14 Mono,-23.99175928,-6.709233917
T cell,CD4 Naive,4.696614045,-4.939323105
B cell,Memory B,-23.96366022,-6.660870231
B cell,Naive B,1.350698906,-4.892704643
T cell,CD8 Memory_1,6.009284037,-7.601663746
T cell,CD4 Naive,9.49601509,-9.855298198
T cell,CD8 Naive,12.0033312,0.505226218
T cell,CD8 Effector_2,2.831453163,-4.415114082
T cell,CD4 Naive,8.458834189,1.07901948
T cell,CD4 Naive,8.673001307,-0.516188778
T cell,CD8 Effector_2,6.221894759,5.44652351
T cell,CD4 Memory,5.444313306,1.564882659
T cell,gdT,6.754526633,-3.400207199
T cell,CD4 Naive,15.84904482,-5.995678581
Mono/DC,CD14 Mono,-14.78501795,-2.810428776
T cell,CD8 Naive,-5.802932721,1.21915602
T cell,CD8 Memory_1,1.940912052,4.751345001
Mono/DC,CD14 Mono,-23.95121477,-6.694405712
T cell,CD8 Memory_1,12.39292623,-1.325300134
Mono/DC,CD14 Mono,-0.613939267,6.879041039
T cell,CD4 Memory,16.80142977,6.364387833
T cell,CD8 Memory_1,7.011431712,-17.12019364
T cell,CD4 Memory,14.26680185,4.613009058
NK,NK,2.395519215,5.219643914
T cell,CD8 Memory_2,2.417708802,5.082455002
B cell,Naive B,4.521389026,-8.411265529
T cell,CD8 Naive,6.307737845,5.221472107
T cell,CD4 Memory,10.571332,-8.367776073
Mono/DC,CD14 Mono,-3.67883442,13.78941997
T cell,CD8 Naive,-12.51440619,-7.63977734
Mono/DC,CD14 Mono,-3.278659803,12.65467056
T cell,CD8 Naive,6.722727794,14.2904404
T cell,CD8 Naive,13.38662245,4.607267224
Progenitor cells,LMPP,-23.97982691,-6.689851917
T cell,CD8 Naive,6.863476771,10.11475261
T cell,CD4 Memory,10.92228987,3.861801707
T cell,CD4 Naive,9.510994452,-9.864647068
T cell,CD8 Naive,14.40698053,-3.500769771
Mono/DC,CD14 Mono,-15.21605776,-16.6561586
T cell,CD8 Effector_1,6.701357383,-5.711873211
B cell,Naive B,-11.59617518,-14.99823204
Mono/DC,CD14 Mono,-12.43870829,8.495329224
T cell,CD8 Naive,13.66852953,-2.606471933
T cell,CD8 Naive,18.26976492,-2.258545316
NK,NK,4.140884656,-5.102523483
T cell,CD8 Naive,11.82905485,1.942371928
Mono/DC,CD14 Mono,-3.858715993,-1.466240801
T cell,CD4 Naive,11.51144983,-10.30786721
B cell,Memory B,-8.536774617,-2.979667104
T cell,CD4 Memory,15.62411692,-10.00902478
NK,NK,-0.906856757,11.13506588
T cell,CD4 Naive,15.21073248,4.253708683
T cell,CD4 Memory,13.01141455,-10.63550488
T cell,CD4 Memory,9.933170813,11.27496036
B cell,Memory B,-6.250165921,-5.171463169
B cell,Naive B,-12.06769655,-12.89081017
Progenitor cells,GMP,-1.885702115,-3.700281299
T cell,CD8 Naive,6.060773391,-3.9965531
Progenitor cells,Prog_RBC,-23.98540209,-6.703132309
Mono/DC,CD14 Mono,-11.33481691,9.430252873
B cell,Memory B,6.279669303,-8.461084522
T cell,CD4 Naive,12.58554174,10.76223835
T cell,CD4 Memory,6.711748618,8.146273457
Mono/DC,CD14 Mono,-23.98094652,-6.695825733
B cell,Naive B,-0.434922439,-10.80303589
B cell,Naive B,-0.691662532,-8.135133899
Progenitor cells,Prog_RBC,-12.37023638,-7.492069401
NK,NK,2.438630241,9.330248677
T cell,CD4 Memory,9.516603965,-9.848823704
T cell,CD4 Naive,-1.134808046,-4.189797558
Progenitor cells,GMP,-20.23194216,12.11196598
T cell,CD8 Memory_2,-8.315340024,22.28371223
T cell,CD8 Memory_1,7.24566223,-1.453374542
T cell,CD4 Memory,13.03144552,4.862209641
Mono/DC,CD14 Mono,-0.490480643,9.472587429
Mono/DC,CD14 Mono,-2.430486184,8.630792462
T cell,CD4 Memory,17.99330618,-16.49933068
Mono/DC,CD14 Mono,-8.274447423,22.21921142
B cell,Plasmablast,-0.901177865,-15.02037827
T cell,CD8 Memory_1,9.565850753,-3.756103195
T cell,CD8 Naive,5.681267518,24.42418274
T cell,CD4 Memory,5.197781104,14.21657356
Mono/DC,CD14 Mono,-2.554713708,-1.904481567
B cell,Memory B,1.015037376,-7.21088425
T cell,CD8 Naive,0.363765615,-3.774717487
T cell,CD4 Naive,-0.655905706,-4.000739731
Progenitor cells,HSC,-2.413159352,2.340812765
T cell,CD8 Naive,14.09975054,-2.391581691
T cell,CD4 Naive,-14.1577978,-11.41948716
Progenitor cells,LMPP,8.407122153,-7.667362369
Mono/DC,CD14 Mono,-3.766211492,7.262368046
Mono/DC,CD14 Mono,-10.66899202,8.614621483
T cell,CD8 Memory_1,6.177479285,4.395500027
Progenitor cells,HSC,-2.183912736,-4.382564224
Progenitor cells,LMPP,-10.42114447,-4.331018127
T cell,CD4 Memory,1.684648919,-5.04457394
Mono/DC,CD16 Mono,0.813135761,-2.395680345
Progenitor cells,Prog_RBC,0.723782319,11.10809311
T cell,CD4 Naive,7.281420726,-0.984000481
Mono/DC,CD14 Mono,-11.13107107,6.626922928
T cell,CD4 Naive,9.327761191,-1.359001554
NK,NK,3.286228079,5.107389294
Mono/DC,CD14 Mono,-3.355961305,12.17409786
T cell,CD8 Naive,11.53201582,-0.796273745
T cell,CD4 Memory,9.564341086,-3.750004448
B cell,Memory B,-0.188039523,-10.11427323
T cell,CD4 Naive,6.41677143,-21.58172432
T cell,CD4 Memory,8.68248989,21.31187805
T cell,CD8 Naive,-15.19383906,-16.67579476
NK,NK,1.302291292,-1.881656564
T cell,CD8 Naive,1.553955424,-18.60609833
Mono/DC,CD14 Mono,0.419925827,1.25068336
Mono/DC,CD14 Mono,-8.354256612,3.397570931
T cell,CD4 Memory,6.679433364,7.119893395
Mono/DC,pDC,-2.524237138,-3.08894483
T cell,CD8 Naive,-15.2535467,-16.44199196
B cell,Memory B,-11.29474543,-15.44182793
Mono/DC,CD14 Mono,-3.728174668,11.98766216
Mono/DC,CD14 Mono,-6.911499959,7.061396443
T cell,MAIT,5.336522836,5.034731709
Mono/DC,CD14 Mono,-6.344223004,5.922251068
T cell,CD4 Naive,-0.99205516,-3.958635963
Mono/DC,CD14 Mono,-23.96985148,-6.692665733
B cell,Naive B,-10.45715807,-11.33932129
T cell,CD4 Naive,16.57870676,14.88199028
T cell,CD4 Naive,6.952726382,-17.18142907
T cell,CD4 Memory,8.77907278,5.878922783
NK,NK,5.576346415,14.8695
Mono/DC,CD14 Mono,-12.09157084,-3.493103183
NK,NK,4.499665755,13.04665741
Mono/DC,CD14 Mono,-3.092392903,6.540136658
Progenitor cells,HSC,-11.87420652,3.174157225
T cell,CD4 Naive,7.233749884,-7.824585117
B cell,Naive B,-2.494684678,-13.78390232
B cell,Naive B,-7.26988123,-6.780609287
T cell,Treg,7.108394164,-0.49496857
NK,NK,2.548944193,9.584770046
T cell,CD4 Memory,5.32547285,-0.144584991
T cell,CD8 Naive,6.466807383,-9.228659786
T cell,CD4 Naive,8.337739486,-0.796992339
B cell,Memory B,-7.945404988,-2.296632446
T cell,MAIT,9.558420676,11.29724964
Progenitor cells,GMP,-23.94861506,-6.680875458
Mono/DC,CD14 Mono,-2.192731362,7.983858906
Mono/DC,CD16 Mono,0.910206455,10.0402716
T cell,CD4 Naive,-0.733329517,0.493949049
T cell,CD4 Naive,-15.24141787,-16.58421914
T cell,CD4 Naive,11.1571026,-7.811072506
Mono/DC,CD14 Mono,-11.94877432,12.48040756
NK,NK,4.986312169,13.91403373
Mono/DC,CD16 Mono,-2.222269994,-1.687029041
T cell,CD8 Memory_2,-8.28743456,22.24667534
Progenitor cells,LMPP,-2.592583638,-3.396777786
Mono/DC,CD14 Mono,-14.80505274,-2.793926872
NK,NK,1.949918817,14.63628944
T cell,CD8 Naive,8.621244449,-10.4323713
NK,NK,1.590231079,-3.469330944
B cell,Memory B,-0.751272422,-10.8709747
B cell,Naive B,-2.355891687,2.292599164
NK,NK,4.386380929,12.77633365
Mono/DC,CD14 Mono,-23.95618151,-6.692678131
Mono/DC,CD16 Mono,1.114211756,9.156544529
Mono/DC,CD14 Mono,-9.506077748,3.243383728
Mono/DC,CD14 Mono,-1.022848111,13.11773475
B cell,Naive B,-4.982379419,-8.720882572
B cell,Memory B,-0.131992322,-10.15969769
T cell,CD8 Memory_2,6.998549479,-17.13808266
B cell,Memory B,-7.639577848,-6.596141971
T cell,CD4 Memory,4.747362632,-4.984538711
Progenitor cells,Prog_RBC,-8.25876711,22.26291832
T cell,CD4 Memory,11.5173712,-10.31098191
Mono/DC,CD14 Mono,-16.76658533,5.906163536
Mono/DC,CD14 Mono,-19.19270609,4.310036026
T cell,CD4 Memory,12.54040243,7.933071457
Mono/DC,CD16 Mono,1.666461873,-3.448666252
T cell,CD8 Effector_2,-15.30241869,-16.519478
Mono/DC,CD14 Mono,-11.26365278,-5.064105667
T cell,CD4 Memory,10.46691992,11.03983101
T cell,CD4 Naive,11.46755506,-12.24217335
Mono/DC,CD14 Mono,-16.20827196,6.203617417
T cell,CD4 Memory,3.336918849,6.448880516
T cell,CD4 Memory,4.352847833,11.74732669
Mono/DC,CD14 Mono,-16.58484362,11.57147869
T cell,CD4 Memory,15.08535292,1.847467266
T cell,CD8 Naive,1.699926782,3.985099875
T cell,CD8 Naive,2.568013865,1.786461376
T cell,CD8 Naive,10.08687021,-1.921614088
NK,NK,0.338063616,7.140008293
T cell,gdT,-8.289921743,22.26347145
T cell,CD8 Memory_1,-0.178367358,-5.154505409
Mono/DC,CD14 Mono,-15.33065127,-16.51069847
T cell,CD8 Naive,13.04805567,4.851495587
Mono/DC,CD14 Mono,-23.94190691,-6.719381012
T cell,CD8 Naive,11.33296968,9.354828678
Mono/DC,CD14 Mono,-22.41586969,-5.588035263
T cell,CD4 Memory,-2.202454072,1.398582422
T cell,CD8 Naive,12.77340128,-1.538577951
T cell,CD4 Naive,6.354820746,-21.84258858
T cell,CD4 Naive,7.619415301,1.686691545
Mono/DC,CD14 Mono,-17.31276034,5.523349129
NK,NK,4.55020811,13.12598499
Mono/DC,CD14 Mono,-19.10789583,0.170053743
Progenitor cells,GMP,-11.94541834,-0.207525886
T cell,CD4 Naive,9.569829005,-16.55142228
T cell,CD4 Naive,6.924043197,13.31211074
NK,NK,-1.464588147,-3.848435081
T cell,CD8 Naive,6.391246814,-21.58944527
T cell,CD8 Naive,14.81922533,-3.444369949
T cell,MAIT,5.504830378,1.806354605
B cell,Memory B,3.337304252,-3.84492556
Mono/DC,CD14 Mono,-5.043353063,4.618668877
Progenitor cells,Prog_RBC,-4.373126489,2.473632656
B cell,Memory B,3.758066315,-8.892328418
T cell,gdT,11.50536825,5.680974804
T cell,CD4 Naive,12.13986494,-13.55779377
Mono/DC,CD14 Mono,-14.84732149,-2.716309942
T cell,CD8 Naive,6.390624541,-21.65783707
Mono/DC,CD14 Mono,-8.910446149,12.76822075
T cell,CD4 Naive,0.149271745,-25.58178536
T cell,CD4 Naive,6.624292868,9.034510456
Progenitor cells,Prog_DC,-2.922897798,8.040001713
Mono/DC,CD14 Mono,-0.011488539,24.69290718
Progenitor cells,Prog_RBC,-8.284896833,22.22025474
B cell,Naive B,-7.767575246,-5.458843387
T cell,MAIT,11.48564913,3.572028481
T cell,CD8 Memory_1,8.600100535,-3.149947561
B cell,Naive B,3.345233935,-3.849566616
T cell,CD4 Memory,4.637872714,0.085577391
Mono/DC,CD14 Mono,-7.240568143,14.67680153
T cell,CD8 Naive,-16.11040018,-5.073810257
T cell,CD4 Memory,4.9570234,-4.402266659
T cell,CD4 Naive,11.86167051,-4.498807586
T cell,CD4 Memory,10.61852648,10.53861221
Mono/DC,cDC2,-2.516158563,-1.845369018
T cell,CD4 Naive,6.211898822,-8.432440914
T cell,MAIT,5.172906178,11.40695556
T cell,CD8 Naive,15.07001879,7.618968807
T cell,CD8 Memory_2,3.577679175,-1.507906116
T cell,CD8 Naive,21.73581411,-8.851497806
T cell,CD4 Naive,-0.709953052,-4.100871242
T cell,CD8 Naive,16.17041876,-0.540689505
T cell,CD4 Naive,17.99609281,-16.4683725
Mono/DC,CD14 Mono,-9.044405919,4.417253338
Mono/DC,CD14 Mono,-8.396402341,12.17161831
Progenitor cells,GMP,-12.15847681,0.728927106
T cell,CD8 Naive,4.245134848,5.766775452
Progenitor cells,Prog_DC,-5.486386758,8.087069832
Progenitor cells,Prog_RBC,-3.034633618,-4.404872097
Progenitor cells,Prog_RBC,1.83387627,6.471147858
T cell,CD4 Memory,-2.20755766,1.414191984
Mono/DC,CD14 Mono,-0.663411599,13.1656998
T cell,gdT,4.31967904,11.75478347
T cell,CD4 Memory,1.449764031,1.321801268
Progenitor cells,Prog_RBC,-23.9236307,-6.671051182
T cell,CD4 Naive,10.48229792,-12.68477074
B cell,Memory B,-12.23256777,-13.17151944
NK,NK,-16.13282107,15.70556053
Progenitor cells,Prog_Mk,-1.493023854,-4.800201095
Mono/DC,CD14 Mono,-9.600364667,9.648460232
NK,NK,3.39623906,5.024226509
Progenitor cells,Prog_DC,-9.148570043,6.701398217
T cell,CD8 Naive,13.54711153,0.459033363
T cell,MAIT,6.222091693,-0.472822226
Mono/DC,CD14 Mono,-16.57280825,6.011194073
T cell,CD4 Memory,11.18653108,-2.870187916
T cell,CD8 Naive,3.323556918,6.704950653
B cell,Naive B,-10.25109957,-4.194802917
NK,NK,2.793138284,10.44829448
T cell,CD4 Memory,6.160261649,-1.934808887
Mono/DC,CD14 Mono,3.719393152,-2.788480915
Mono/DC,CD14 Mono,-16.73146914,5.923860394
B cell,Memory B,-5.275438768,-9.01254002
T cell,CD8 Naive,13.62895681,-2.63605491
T cell,CD4 Memory,-4.636726838,5.638361298
NK,NK,-1.19142006,-5.794423259
T cell,CD4 Memory,6.38337614,-0.290197171
T cell,CD4 Memory,11.71102144,3.33396753
T cell,CD4 Memory,3.389501113,8.388969742
Progenitor cells,Prog_Mk,-2.123039228,-5.931049503
T cell,CD4 Memory,6.415365237,-21.60564629
T cell,CD8 Naive,10.5836611,-12.69837777
T cell,CD8 Naive,18.02258398,-16.47227112
NK,NK,0.400740522,-1.691422619
T cell,CD8 Memory_2,7.439533728,4.314786755
Mono/DC,CD14 Mono,-7.567410451,3.994206988
Progenitor cells,HSC,6.377335566,-11.25531689
T cell,CD8 Naive,17.88089945,-12.25617138
T cell,CD8 Memory_1,6.404896754,-21.64770142
T cell,CD4 Naive,9.414174575,0.19298359
Mono/DC,CD14 Mono,-0.051333409,24.77035888
Progenitor cells,GMP,-19.13243578,0.147758566
Mono/DC,CD14 Mono,-23.93173502,-6.676073707
T cell,CD8 Memory_2,-8.288364392,22.24032577
T cell,CD4 Memory,6.709804553,6.367975079
Progenitor cells,LMPP,-2.312912923,-4.836048282
Mono/DC,CD14 Mono,-3.861476403,-0.590675629
Mono/DC,CD14 Mono,-16.59116076,11.55750927
Progenitor cells,Prog_DC,-3.401445371,-3.352118171
NK,NK,-1.600249749,-2.130078949
T cell,CD4 Memory,3.774866957,7.312547528
Mono/DC,CD14 Mono,-3.639152032,13.1909922
Progenitor cells,GMP,-23.90267847,-6.648555912
B cell,Naive B,-7.749319059,-6.475356735
T cell,CD8 Naive,14.88334181,-3.438406147
Mono/DC,CD14 Mono,-4.207488042,-2.972689069
Mono/DC,CD14 Mono,-10.43721388,8.626036488
Progenitor cells,Prog_DC,-0.00516842,7.90995773
T cell,CD4 Naive,23.60984709,3.699951731
Progenitor cells,LMPP,-1.636465293,-4.830823101
T cell,CD4 Naive,18.01998426,-16.43996064
Mono/DC,CD14 Mono,-15.28421305,-16.5912191
Mono/DC,CD14 Mono,-5.535670739,16.36355003
T cell,CD4 Naive,7.742698687,-1.965164341
T cell,CD4 Naive,-5.179114324,1.633903824
T cell,CD8 Effector_1,1.51438843,5.203581654
Mono/DC,CD14 Mono,-23.92149637,-6.665353454
Progenitor cells,GMP,-1.279330712,7.652810417
T cell,CD8 Memory_2,1.511530805,10.08266433
Mono/DC,CD16 Mono,-2.350817186,-1.909850038
T cell,Treg,-19.06503389,0.253252589
T cell,CD8 Naive,6.406054992,-21.77981583
T cell,CD8 Effector_2,10.95480635,-0.310553945
Mono/DC,CD14 Mono,0.024454135,24.71501144
Mono/DC,CD14 Mono,-8.951087934,12.79743847
T cell,CD8 Naive,6.164786834,3.32227286
Mono/DC,CD14 Mono,-2.443781835,2.318933092
T cell,CD4 Naive,0.747170943,-0.128634609
Mono/DC,CD14 Mono,1.256661195,-4.297798313
